Target,
1,14435
1,14436
1,14437
1,14437
1,14438
1,14438
7,14439
7,14440
7,14441
7,14442
1,14442
7,14443
1,14443
7,14444
1,14444
7,14445
1,14445
2,14446
5,14447
1,14448
4,14448
1,14449
2,14449
1,14450
2,14450
1,14451
2,14451
1,14452
5,14452
1,14453
1,14453
1,14454
1,14454
4,14454
1,14455
2,14455
1,14456
5,14456
1,14457
1,14457
1,14458
1,14458
4,14458
1,14459
1,14459
2,14459
7,14460
2,14460
7,14461
5,14461
7,14462
1,14462
7,14463
1,14463
4,14463
7,14464
1,14464
2,14464
7,14465
1,14465
2,14465
7,14467
1,14468
1,14469
1,14470
1,14471
7,14471
1,14472
7,14472
1,14473
1,14473
1,14474
7,14474
1,14475
1,14475
1,14476
1,14476
1,14477
7,14477
1,14478
1,14478
1,14479
1,14479
7,14479
7,14480
7,14480
7,14481
1,14481
7,14481
1,14485
1,14486
1,14488
1,14491
2,14492
2,14493
2,14494
2,14495
1,14495
2,14496
1,14496
2,14497
2,14498
1,14498
2,14499
1,14499
5,14500
5,14501
2,14502
2,14502
2,14503
5,14503
2,14504
1,14504
2,14504
1,14505
1,14506
5,14507
1,14508
2,14508
1,14509
1,14510
7,14510
1,14511
1,14512
1,14513
1,14513
1,14517
1,14518
1,14519
1,14520
1,14523
1,14524
1,14525
1,14526
1,14527
1,14527
1,14528
1,14528
7,14529
7,14530
7,14531
7,14532
1,14532
7,14533
1,14533
7,14534
7,14535
1,14535
7,14536
1,14536
2,14537
5,14538
1,14539
2,14539
1,14540
2,14540
2,14541
1,14542
2,14542
1,14543
2,14543
1,14544
1,14544
2,14544
7,14545
2,14545
7,14546
5,14546
7,14547
1,14547
2,14547
7,14548
1,14548
2,14548
7,14550
1,14551
1,14552
1,14553
7,14553
1,14554
7,14554
1,14555
1,14555
1,14556
7,14556
1,14557
1,14557
1,14558
1,14558
7,14558
7,14559
7,14559
7,14560
1,14560
7,14560
1,14562
1,14563
1,14564
1,14566
1,14567
1,14569
1,14570
1,14572
1,14573
1,14575
1,14577
1,14578
1,14580
1,14581
1,14582
1,14584
1,14585
1,14587
1,14589
1,14590
1,14591
1,14592
1,14592
1,14593
1,14594
1,14594
1,14595
1,14595
1,14596
1,14596
1,14599
1,14600
1,14601
1,14602
1,14602
1,14604
1,14605
1,14606
1,14606
1,14607
1,14607
1,14608
1,14608
2,14609
2,14610
1,14610
2,14611
1,14611
2,14612
2,14613
2,14614
1,14614
2,14615
1,14615
2,14616
2,14617
1,14617
2,14618
1,14618
5,14619
2,14620
2,14621
1,14621
2,14622
1,14622
2,14623
1,14623
5,14624
2,14625
2,14626
1,14626
2,14627
1,14627
2,14628
1,14628
2,14629
1,14629
1,14629
2,14630
1,14630
2,14631
1,14631
1,14631
2,14632
1,14632
1,14632
2,14633
1,14633
1,14633
5,14634
5,14635
1,14635
1,14636
1,14637
1,14638
1,14639
1,14639
1,14640
1,14641
1,14641
1,14643
1,14644
1,14645
7,14646
7,14647
1,14647
7,14648
1,14648
7,14649
1,14649
1,14650
1,14652
1,14653
1,14654
1,14654
1,14655
1,14656
1,14656
1,14657
1,14657
7,14658
1,14658
7,14659
7,14660
1,14660
7,14661
1,14661
1,14663
1,14664
1,14665
1,14666
1,14667
1,14667
1,14668
1,14668
7,14669
7,14670
1,14670
7,14671
1,14671
7,14672
1,14672
1,14674
1,14675
1,14676
1,14677
1,14677
1,14678
1,14678
1,14679
1,14679
1,14680
1,14680
1,14681
1,14682
1,14682
1,14683
1,14683
1,14684
1,14684
1,14685
1,14685
1,14685
1,14686
1,14686
1,14686
7,14687
7,14688
1,14688
7,14689
1,14689
7,14690
1,14690
7,14691
1,14691
1,14691
7,14692
1,14692
1,14692
7,14693
1,14693
1,14693
7,14694
1,14694
1,14694
1,14697
1,14701
2,14705
2,14706
2,14707
1,14707
2,14708
2,14709
2,14710
2,14711
1,14711
2,14712
5,14713
2,14714
2,14714
2,14715
2,14715
2,14716
2,14716
1,14716
2,14717
2,14717
5,14718
5,14718
2,14720
1,14722
1,14726
1,14730
1,14731
1,14732
1,14733
1,14733
1,14734
1,14735
1,14736
1,14736
7,14738
7,14739
7,14740
1,14740
7,14741
7,14742
7,14743
7,14744
1,14744
7,14745
2,14746
2,14747
2,14748
1,14748
2,14749
5,14750
1,14751
2,14751
1,14752
2,14752
1,14753
2,14753
1,14753
7,14754
2,14754
7,14755
2,14755
7,14756
2,14756
1,14756
7,14757
2,14757
1,14759
7,14760
7,14761
1,14761
7,14762
1,14763
1,14764
1,14765
1,14765
1,14766
7,14766
1,14767
7,14767
1,14768
7,14768
1,14768
7,14769
7,14769
7,14770
7,14770
7,14771
7,14771
1,14771
7,14772
7,14772
1,14775
1,14779
1,14783
1,14786
1,14788
1,14790
1,14791
1,14792
1,14793
1,14793
1,14795
1,14797
1,14800
1,14801
1,14802
1,14803
1,14803
2,14804
2,14805
2,14806
1,14806
2,14807
2,14808
2,14809
2,14810
1,14810
5,14811
4,14812
1,14812
1,14813
1,14813
2,14814
2,14815
1,14815
2,14816
2,14817
1,14817
2,14818
1,14818
2,14819
1,14819
2,14820
1,14820
1,14820
5,14821
5,14822
1,14822
5,14823
4,14824
1,14824
4,14825
1,14825
1,14825
4,14826
1,14826
1,14829
1,14831
1,14833
1,14834
1,14835
1,14836
1,14836
1,14839
7,14841
7,14842
7,14843
1,14843
7,14844
1,14845
1,14846
1,14847
1,14848
1,14848
1,14851
1,14852
1,14853
1,14854
1,14854
7,14855
7,14856
7,14857
1,14857
1,14858
1,14860
1,14862
1,14863
1,14864
1,14865
1,14865
1,14866
1,14867
1,14867
1,14868
1,14869
1,14870
1,14870
1,14871
1,14872
1,14872
7,14873
7,14874
1,14874
7,14875
7,14876
1,14876
7,14877
1,14877
7,14878
1,14878
7,14879
1,14879
1,14879
8,14888
8,14889
8,14890
5,14891
5,14892
2,14893
2,14894
2,14895
2,14896
8,14897
2,14897
8,14898
2,14898
2,14899
2,14899
2,14900
5,14900
2,14901
2,14901
8,14902
2,14902
2,14902
7,14903
7,14904
8,14909
8,14910
7,14913
7,14914
8,14916
1,14917
1,14918
1,14919
1,14920
8,14920
1,14921
8,14921
7,14922
7,14923
8,14923
7,14924
8,14924
7,14925
2,14925
7,14926
5,14926
2,14927
5,14928
2,14929
8,14930
2,14930
2,14931
7,14932
2,14932
1,14933
2,14933
1,14934
8,14934
2,14934
7,14935
8,14935
2,14935
7,14936
7,14936
7,14938
1,14939
7,14942
8,14943
8,14944
7,14944
8,14945
1,14945
7,14946
7,14947
7,14947
1,14948
7,14948
1,14949
1,14949
1,14950
8,14950
7,14950
1,14951
8,14951
1,14951
7,14952
8,14952
7,14952
1,14956
1,14961
1,14962
1,14967
2,14969
2,14970
2,14971
2,14972
2,14973
2,14974
2,14975
1,14975
2,14976
1,14976
5,14977
5,14978
1,14979
1,14980
2,14981
2,14982
2,14983
2,14984
2,14985
1,14985
2,14986
1,14986
2,14987
2,14988
5,14989
5,14990
4,14991
1,14991
4,14992
1,14992
1,14993
2,14993
2,14994
2,14994
2,14995
5,14995
2,14996
2,14996
2,14997
1,14997
2,14997
2,14998
2,14998
5,14999
2,14999
4,15000
1,15000
2,15000
1,15005
1,15006
2,15007
5,15008
2,15009
1,15010
2,15010
7,15012
7,15013
1,15014
7,15014
1,15017
1,15019
1,15025
1,15026
1,15029
1,15030
7,15031
7,15032
7,15033
7,15034
7,15035
7,15036
7,15037
1,15037
7,15038
1,15038
2,15039
5,15040
1,15041
4,15041
2,15042
2,15043
1,15044
2,15044
2,15045
1,15046
2,15046
1,15047
5,15047
1,15048
1,15048
1,15049
1,15049
4,15049
7,15050
2,15050
7,15051
5,15051
7,15052
1,15052
7,15053
1,15053
4,15053
7,15054
2,15054
7,15055
2,15055
7,15056
1,15056
2,15056
1,15061
1,15062
1,15065
1,15066
1,15067
1,15068
1,15069
1,15070
1,15071
1,15071
1,15072
1,15072
7,15073
7,15074
7,15075
7,15076
7,15077
1,15077
7,15078
1,15078
7,15079
7,15080
2,15081
5,15082
2,15083
1,15084
2,15084
2,15085
1,15086
2,15086
1,15087
2,15087
1,15088
5,15088
1,15089
2,15089
1,15090
1,15090
2,15090
7,15091
2,15091
7,15092
5,15092
7,15093
2,15093
7,15094
1,15094
2,15094
7,15095
2,15095
7,15096
1,15097
7,15098
1,15099
1,15100
7,15100
1,15101
1,15101
7,15103
1,15104
7,15106
1,15107
1,15108
7,15108
7,15109
7,15110
1,15111
1,15112
1,15113
7,15113
1,15114
1,15114
1,15115
7,15115
1,15116
7,15116
1,15117
1,15117
1,15118
7,15118
1,15119
1,15119
7,15119
7,15120
7,15120
7,15121
7,15121
7,15122
1,15122
7,15122
7,15123
7,15123
3,15124
3,15125
3,15128
3,15129
5,15130
5,15131
4,15132
1,15132
1,15133
1,15134
3,15135
3,15136
5,15137
5,15138
4,15139
1,15139
4,15140
1,15140
1,15141
1,15142
1,15143
1,15143
1,15144
1,15144
3,15145
3,15146
3,15147
3,15148
3,15149
1,15149
3,15150
1,15150
3,15151
3,15152
3,15153
1,15153
3,15154
1,15154
5,15155
5,15156
4,15157
1,15157
4,15158
1,15158
4,15159
1,15159
1,15159
4,15160
1,15160
1,15160
1,15161
2,15161
2,15162
3,15162
2,15163
5,15163
2,15164
1,15164
4,15164
5,15165
5,15166
2,15167
5,15168
5,15170
2,15171
5,15171
2,15172
5,15172
5,15173
5,15173
5,15174
5,15174
5,15175
5,15176
2,15177
3,15177
5,15178
5,15178
5,15179
5,15180
1,15181
2,15181
1,15182
5,15182
1,15183
1,15183
2,15183
5,15184
5,15185
1,15186
1,15187
4,15187
2,15188
5,15188
2,15189
1,15189
4,15189
2,15190
3,15190
2,15191
1,15191
3,15191
2,15192
1,15192
1,15192
4,15192
5,15193
5,15193
5,15194
5,15194
5,15195
1,15195
4,15195
1,15198
1,15199
2,15200
2,15201
1,15202
2,15202
2,15203
1,15204
2,15204
1,15208
1,15209
2,15210
5,15211
1,15212
2,15212
5,15213
5,15214
1,15218
1,15219
8,15221
8,15222
2,15223
5,15224
1,15225
2,15225
8,15226
2,15226
1,15230
1,15231
8,15233
8,15234
2,15235
5,15236
5,15237
1,15238
2,15238
2,15239
8,15240
2,15240
1,15243
1,15244
8,15246
8,15247
2,15248
2,15249
1,15250
2,15250
2,15251
8,15252
2,15252
8,15253
2,15253
1,15257
1,15258
1,15259
1,15260
1,15261
1,15262
1,15263
1,15263
1,15264
1,15264
1,15267
1,15268
8,15269
8,15270
8,15271
8,15272
1,15272
8,15273
1,15273
8,15274
1,15274
8,15275
1,15275
2,15276
5,15277
1,15278
2,15278
1,15279
2,15279
1,15280
2,15280
1,15281
1,15281
2,15281
8,15282
2,15282
8,15283
1,15283
2,15283
8,15284
1,15284
2,15284
3,15285
1,15288
3,15289
1,15290
3,15290
1,15291
1,15291
1,15292
1,15292
4,15292
1,15293
1,15294
8,15294
1,15295
1,15295
7,15296
7,15297
1,15297
1,15299
3,15300
5,15301
1,15302
1,15303
4,15303
3,15304
7,15305
3,15305
7,15306
5,15306
7,15307
1,15307
7,15308
1,15308
4,15308
7,15309
1,15310
7,15310
8,15312
1,15313
7,15314
8,15314
3,15315
5,15316
5,15318
1,15319
4,15319
5,15320
5,15322
1,15323
3,15323
1,15324
5,15324
7,15325
3,15325
7,15326
5,15326
7,15327
7,15328
5,15328
7,15329
1,15329
4,15329
7,15330
1,15331
7,15331
8,15333
1,15334
1,15335
1,15336
8,15336
7,15337
8,15337
3,15338
5,15339
1,15340
3,15340
7,15341
3,15341
7,15342
1,15343
7,15343
8,15345
1,15346
1,15347
1,15348
8,15348
1,15349
1,15349
7,15350
8,15350
7,15351
1,15352
7,15352
1,15354
1,15355
1,15356
1,15356
3,15357
5,15358
1,15359
1,15360
4,15360
1,15361
3,15361
1,15362
3,15362
1,15363
1,15363
1,15364
1,15364
4,15364
5,15365
5,15366
1,15367
4,15367
1,15368
4,15368
1,15369
3,15369
1,15370
5,15370
1,15371
1,15371
1,15372
1,15372
4,15372
1,15373
3,15373
1,15374
1,15374
3,15374
1,15375
1,15375
3,15375
7,15376
3,15376
7,15377
5,15377
7,15378
1,15378
7,15379
1,15379
4,15379
7,15380
1,15380
3,15380
7,15381
3,15381
7,15382
1,15382
3,15382
7,15383
1,15383
1,15383
7,15384
1,15384
1,15384
4,15384
7,15385
1,15386
7,15386
1,15387
7,15387
1,15388
7,15388
1,15389
1,15389
7,15389
8,15391
1,15392
1,15393
1,15394
8,15394
1,15395
1,15396
8,15396
1,15397
1,15397
1,15398
1,15399
8,15399
1,15400
1,15400
1,15401
1,15401
1,15402
1,15402
8,15402
1,15403
1,15403
1,15404
1,15404
8,15404
7,15405
8,15405
7,15406
1,15406
8,15406
7,15407
1,15407
8,15407
3,15408
3,15409
3,15410
1,15410
5,15411
3,15412
3,15413
3,15414
1,15414
5,15415
5,15416
5,15417
5,15418
1,15418
5,15419
1,15420
4,15420
1,15421
4,15421
1,15422
4,15422
1,15422
5,15423
5,15424
5,15425
1,15425
5,15426
1,15427
4,15427
1,15428
4,15428
1,15429
4,15429
1,15429
1,15430
4,15430
2,15431
3,15431
2,15432
3,15432
2,15433
3,15433
1,15433
2,15434
5,15434
5,15435
5,15435
5,15436
5,15436
5,15437
5,15437
1,15437
5,15438
5,15438
3,15439
3,15440
3,15441
1,15441
5,15442
1,15444
8,15446
8,15447
8,15448
1,15448
1,15450
1,15454
8,15458
8,15459
8,15460
1,15460
8,15461
8,15462
8,15463
1,15463
2,15464
2,15465
1,15465
2,15466
5,15467
5,15468
5,15469
1,15469
1,15470
1,15471
1,15471
1,15472
4,15472
1,15473
4,15473
1,15474
4,15474
1,15474
2,15475
8,15476
2,15476
8,15477
2,15477
8,15478
2,15478
1,15478
3,15479
3,15480
3,15481
1,15481
5,15482
5,15483
5,15484
5,15485
1,15485
5,15486
1,15487
1,15488
1,15489
1,15489
1,15490
4,15490
1,15491
4,15491
1,15492
4,15492
1,15492
1,15493
4,15493
1,15494
3,15494
1,15495
3,15495
1,15496
3,15496
1,15496
1,15497
5,15497
7,15498
3,15498
7,15499
3,15499
7,15500
3,15500
1,15500
7,15501
5,15501
7,15502
7,15503
1,15503
7,15504
1,15506
8,15508
8,15509
8,15510
1,15510
1,15511
1,15512
1,15513
1,15513
1,15514
1,15515
1,15515
1,15516
1,15517
8,15517
1,15518
8,15518
1,15519
8,15519
1,15519
7,15520
8,15520
7,15521
8,15521
7,15522
8,15522
1,15522
3,15523
3,15524
5,15525
1,15526
1,15527
1,15528
4,15528
1,15529
4,15529
3,15530
3,15531
8,15532
3,15532
8,15533
3,15533
5,15534
5,15535
5,15536
5,15536
5,15537
2,15537
1,15538
2,15538
1,15539
4,15539
2,15539
8,15542
8,15543
1,15545
1,15546
8,15548
8,15549
8,15550
8,15550
8,15551
8,15551
2,15552
5,15553
8,15554
2,15554
2,15555
1,15556
2,15556
8,15557
2,15557
8,15558
8,15558
2,15558
3,15559
7,15559
5,15560
7,15560
1,15561
7,15561
1,15562
4,15562
7,15562
3,15563
5,15564
1,15565
1,15566
4,15566
8,15567
3,15567
3,15568
5,15569
3,15570
7,15570
1,15571
1,15572
4,15572
1,15573
3,15573
1,15574
5,15574
1,15575
1,15575
1,15576
1,15576
4,15576
1,15577
8,15577
3,15577
7,15578
8,15578
3,15578
7,15579
8,15580
7,15580
1,15581
7,15581
8,15583
1,15584
8,15585
8,15585
8,15586
7,15586
1,15587
1,15588
8,15588
1,15589
1,15589
1,15590
8,15590
8,15590
7,15591
8,15591
8,15591
1,15593
1,15594
1,15596
1,15597
1,15598
1,15598
1,15601
1,15603
1,15606
1,15607
1,15608
1,15608
2,15609
2,15610
1,15610
2,15611
1,15611
2,15612
2,15613
2,15614
1,15614
2,15615
1,15615
2,15616
1,15616
1,15616
1,15618
1,15619
1,15620
1,15620
1,15621
1,15622
1,15622
7,15623
7,15624
1,15624
7,15625
1,15625
7,15626
1,15626
7,15627
1,15627
7,15628
1,15628
1,15628
1,15631
1,15632
1,15633
1,15634
1,15635
1,15636
1,15636
1,15639
1,15641
1,15644
1,15645
1,15646
1,15647
1,15647
2,15648
2,15649
2,15650
1,15650
2,15651
1,15651
2,15652
2,15653
1,15653
2,15654
1,15654
2,15655
1,15655
2,15656
1,15656
1,15656
5,15657
1,15658
1,15659
1,15660
1,15661
1,15661
1,15663
1,15664
1,15665
1,15666
1,15667
1,15667
1,15668
1,15669
1,15670
1,15670
1,15671
1,15671
7,15672
7,15673
7,15674
1,15674
7,15675
1,15675
7,15676
1,15676
7,15677
1,15677
7,15678
1,15678
1,15678
1,15679
1,15681
1,15682
1,15683
1,15684
1,15685
1,15685
1,15687
1,15688
1,15689
1,15691
1,15692
1,15693
1,15693
1,15695
1,15696
1,15697
1,15698
1,15698
1,15699
1,15699
1,15700
1,15700
1,15701
1,15702
1,15702
1,15703
1,15704
1,15704
1,15705
1,15705
1,15706
1,15706
1,15706
1,15710
1,15711
1,15713
1,15714
1,15720
1,15722
8,15723
8,15724
8,15725
8,15726
1,15726
8,15727
1,15727
8,15728
8,15729
1,15729
8,15730
1,15730
2,15731
1,15732
2,15732
1,15733
2,15733
2,15734
2,15735
8,15736
2,15736
8,15737
1,15737
2,15737
8,15738
1,15738
2,15738
7,15739
1,15740
7,15740
1,15741
7,15741
7,15742
8,15744
1,15745
1,15746
8,15746
1,15747
1,15748
8,15748
7,15749
1,15750
8,15750
1,15751
1,15752
8,15752
1,15753
8,15753
1,15754
1,15754
1,15755
1,15755
8,15755
7,15756
8,15756
7,15757
1,15757
8,15757
7,15758
1,15758
8,15758
1,15761
1,15763
1,15767
1,15769
1,15773
1,15776
1,15779
1,15782
1,15784
1,15785
1,15786
1,15787
1,15787
1,15789
1,15791
1,15792
1,15792
1,15795
1,15796
1,15797
1,15798
1,15798
1,15800
1,15803
1,15804
1,15805
1,15805
2,15806
2,15807
2,15808
1,15808
2,15809
2,15810
1,15810
2,15811
2,15812
2,15813
2,15814
1,15814
2,15815
2,15816
2,15817
1,15817
2,15818
2,15819
1,15819
2,15820
1,15820
2,15821
1,15821
2,15822
1,15822
1,15822
2,15823
2,15824
1,15824
2,15825
2,15826
1,15826
2,15827
1,15827
1,15827
1,15829
1,15831
1,15832
7,15833
7,15834
1,15834
7,15835
7,15836
1,15836
1,15838
1,15840
1,15841
7,15842
7,15843
1,15843
7,15844
7,15845
7,15846
1,15846
1,15848
1,15849
1,15850
1,15851
1,15851
1,15852
1,15853
1,15854
1,15854
1,15855
1,15856
1,15856
1,15857
1,15857
7,15858
7,15859
1,15859
7,15860
1,15860
7,15861
1,15861
7,15862
1,15862
1,15862
7,15863
7,15864
1,15864
7,15865
7,15866
1,15866
7,15867
1,15867
1,15867
3,15868
3,15869
3,15870
1,15870
3,15871
3,15873
3,15874
3,15875
1,15875
5,15876
5,15877
5,15878
1,15878
5,15879
4,15880
1,15880
1,15881
1,15882
1,15883
1,15883
1,15884
1,15884
3,15885
3,15886
3,15887
1,15887
3,15888
1,15888
3,15889
3,15890
1,15890
3,15891
1,15891
3,15892
1,15892
3,15893
1,15893
1,15893
5,15894
5,15895
5,15896
1,15896
4,15897
1,15897
4,15898
1,15898
4,15899
1,15899
1,15899
4,15900
1,15900
1,15900
1,15903
1,15904
1,15906
1,15907
8,15908
8,15909
8,15910
1,15910
1,15913
1,15914
8,15915
8,15916
8,15917
1,15917
1,15919
1,15920
1,15921
1,15922
1,15923
1,15923
1,15924
1,15925
1,15926
1,15926
1,15927
1,15927
8,15928
8,15929
8,15930
1,15930
8,15931
1,15931
8,15932
1,15932
8,15933
1,15933
8,15934
1,15934
1,15934
1,15935
1,15936
3,15937
3,15938
3,15939
3,15940
3,15941
1,15941
3,15942
1,15942
3,15943
3,15944
5,15945
4,15946
1,15946
4,15947
1,15947
1,15948
2,15948
2,15949
3,15949
2,15950
5,15950
2,15951
1,15951
4,15951
2,15952
3,15952
2,15953
3,15953
2,15954
1,15954
3,15954
1,15959
1,15960
1,15964
1,15965
1,15968
8,15970
8,15971
8,15972
8,15973
8,15974
1,15974
8,15975
1,15975
8,15976
8,15977
2,15978
2,15979
1,15980
2,15980
2,15981
1,15982
2,15982
2,15983
8,15984
2,15984
8,15985
2,15985
8,15986
1,15986
2,15986
8,15987
2,15987
3,15988
5,15989
1,15990
1,15991
4,15991
3,15992
3,15993
1,15994
3,15994
1,15995
1,15996
4,15996
1,15997
3,15997
1,15998
5,15998
1,15999
1,15999
1,16000
1,16000
4,16000
7,16001
3,16001
7,16002
5,16002
7,16003
1,16003
7,16004
1,16004
4,16004
7,16005
3,16005
7,16006
3,16006
7,16007
1,16007
3,16007
7,16008
7,16009
1,16010
7,16010
7,16011
1,16012
7,16012
8,16014
1,16015
8,16016
8,16017
1,16018
1,16019
8,16019
1,16020
1,16021
8,16021
1,16022
1,16022
7,16023
8,16023
7,16024
8,16024
7,16025
8,16025
7,16026
1,16026
8,16026
3,16027
3,16028
3,16029
1,16029
1,16030
5,16031
5,16032
5,16033
1,16033
1,16034
1,16035
1,16036
1,16036
1,16037
4,16037
1,16038
4,16038
1,16039
4,16039
1,16039
3,16040
8,16041
3,16041
8,16042
3,16042
8,16043
3,16043
1,16043
1,16045
8,16046
8,16047
8,16048
1,16048
1,16049
1,16050
1,16051
1,16051
8,16052
8,16053
8,16053
8,16054
8,16054
8,16055
8,16055
1,16055
3,16056
3,16056
3,16057
3,16057
3,16058
1,16058
3,16058
1,16060
3,16061
1,16062
3,16062
3,16063
5,16064
8,16065
3,16065
8,16066
3,16066
8,16067
1,16067
3,16067
8,16069
1,16070
1,16071
8,16071
8,16072
8,16072
8,16073
1,16073
8,16073
3,16074
3,16075
1,16075
1,16076
1,16077
1,16078
1,16078
3,16079
3,16080
1,16080
3,16081
3,16082
3,16083
1,16083
5,16084
5,16085
1,16085
4,16086
1,16086
4,16087
1,16087
4,16088
1,16088
1,16088
1,16090
1,16092
8,16093
8,16094
1,16094
1,16096
1,16097
1,16098
1,16099
1,16100
1,16100
8,16101
8,16102
1,16102
8,16103
1,16103
8,16104
8,16105
1,16105
9,16107
1,16109
1,16110
9,16110
9,16112
1,16115
8,16116
9,16116
8,16117
9,16117
8,16118
1,16118
9,16118
1,16120
1,16121
1,16122
1,16123
1,16124
1,16125
1,16126
1,16126
1,16127
1,16127
9,16128
9,16129
1,16129
9,16130
1,16130
9,16131
1,16134
9,16135
9,16136
9,16137
1,16137
1,16139
1,16141
1,16142
1,16143
1,16143
1,16144
1,16145
1,16145
9,16146
9,16147
1,16147
9,16148
9,16149
1,16149
9,16150
1,16150
9,16151
1,16151
1,16151
3,16152
3,16153
3,16154
5,16155
1,16156
3,16156
9,16157
3,16157
9,16158
9,16159
5,16159
9,16160
3,16160
9,16161
1,16161
3,16161
8,16162
8,16163
8,16164
1,16165
8,16165
9,16167
1,16170
1,16171
9,16171
9,16173
8,16174
9,16174
8,16175
1,16175
9,16175
1,16177
1,16179
1,16180
1,16181
1,16181
9,16182
9,16183
1,16183
1,16186
9,16187
9,16188
1,16188
1,16191
9,16193
9,16194
9,16195
1,16195
1,16197
1,16198
1,16199
1,16200
1,16201
1,16201
9,16202
9,16203
1,16203
9,16204
9,16205
1,16205
1,16207
8,16208
8,16209
1,16209
8,16210
1,16210
1,16211
8,16212
8,16212
8,16213
8,16213
1,16213
3,16214
5,16215
1,16216
3,16216
1,16217
3,16217
3,16218
5,16219
1,16220
1,16221
5,16221
8,16222
3,16222
8,16223
5,16223
8,16224
1,16224
3,16224
8,16225
1,16225
3,16225
1,16227
1,16228
1,16230
1,16231
1,16232
1,16232
1,16233
1,16234
1,16234
1,16235
1,16235
1,16237
1,16238
1,16239
1,16240
1,16241
1,16241
1,16242
1,16242
1,16243
1,16243
1,16245
1,16246
1,16247
1,16247
1,16248
1,16249
1,16249
1,16250
1,16250
1,16251
1,16252
1,16252
1,16253
1,16253
1,16254
1,16254
1,16255
1,16255
1,16256
1,16256
1,16256
5,16257
3,16258
8,16259
8,16260
5,16260
8,16261
3,16261
3,16262
3,16263
8,16263
5,16264
3,16265
8,16266
5,16266
3,16267
8,16267
8,16268
3,16268
8,16268
8,16269
8,16270
8,16271
8,16272
8,16272
8,16274
8,16275
8,16275
8,16276
8,16276
8,16277
8,16277
8,16277
3,16278
3,16279
1,16280
3,16280
3,16281
3,16281
3,16282
5,16282
3,16283
3,16283
3,16284
1,16284
3,16284
3,16285
3,16285
5,16286
3,16286
4,16287
1,16287
3,16287
1,16290
3,16291
5,16292
3,16293
1,16294
3,16294
3,16295
8,16296
8,16297
1,16298
8,16298
1,16301
3,16302
5,16303
1,16304
1,16305
4,16305
3,16306
3,16307
1,16308
3,16308
3,16309
5,16310
5,16311
1,16312
4,16312
1,16313
4,16313
8,16314
3,16314
8,16315
5,16315
8,16316
1,16316
8,16317
1,16317
4,16317
8,16318
3,16318
8,16319
3,16319
8,16320
1,16320
3,16320
3,16321
5,16322
3,16323
1,16324
3,16324
3,16325
1,16326
3,16326
5,16327
5,16328
5,16329
1,16330
5,16330
8,16331
3,16331
8,16332
5,16332
8,16333
3,16333
8,16334
1,16334
3,16334
8,16335
3,16335
8,16336
8,16337
8,16338
8,16339
1,16340
8,16340
8,16342
8,16343
1,16344
1,16345
8,16345
8,16346
1,16347
1,16348
8,16348
8,16349
8,16349
8,16350
8,16350
8,16351
1,16351
8,16351
8,16352
8,16352
3,16353
3,16354
1,16355
3,16355
3,16356
1,16356
1,16357
3,16358
5,16359
4,16360
1,16360
3,16361
3,16362
8,16363
3,16363
8,16364
3,16364
1,16364
8,16365
1,16365
8,16366
3,16366
8,16367
5,16367
8,16368
4,16368
1,16368
8,16369
8,16370
1,16371
8,16371
1,16373
1,16374
8,16375
1,16375
1,16377
8,16378
8,16379
1,16380
8,16380
1,16381
8,16381
8,16382
8,16382
1,16382
8,16383
8,16383
3,16384
3,16385
1,16386
3,16386
1,16387
3,16387
3,16388
8,16389
3,16389
8,16390
3,16390
8,16391
1,16391
3,16391
1,16394
1,16395
1,16399
1,16401
1,16403
1,16404
1,16405
1,16405
1,16408
1,16411
1,16412
1,16412
2,16413
2,16414
2,16415
2,16416
1,16416
2,16417
2,16418
2,16419
1,16419
2,16420
2,16421
1,16421
2,16422
2,16423
2,16424
1,16424
2,16425
1,16425
1,16425
5,16426
5,16427
5,16428
1,16428
1,16429
1,16432
1,16433
1,16434
7,16435
7,16436
7,16437
7,16438
1,16438
7,16439
7,16440
1,16440
1,16442
1,16443
1,16444
1,16444
1,16445
1,16446
1,16446
1,16447
1,16448
1,16449
1,16449
7,16450
7,16451
1,16451
7,16452
7,16453
7,16454
1,16454
7,16455
1,16455
1,16455
1,16456
5,16457
5,16458
5,16459
5,16460
1,16460
5,16461
1,16462
4,16462
1,16463
4,16463
1,16464
4,16464
1,16464
1,16465
4,16465
3,16466
3,16466
3,16467
3,16467
3,16468
3,16468
1,16468
3,16469
5,16469
5,16470
5,16470
5,16471
5,16471
5,16472
5,16472
1,16472
5,16473
5,16473
3,16474
3,16475
3,16476
1,16476
5,16477
3,16478
3,16479
3,16480
1,16480
5,16481
8,16482
8,16483
8,16484
1,16484
1,16487
1,16488
3,16489
3,16490
3,16491
3,16492
1,16492
5,16493
5,16494
5,16495
5,16496
1,16496
5,16497
1,16498
1,16499
1,16500
1,16500
1,16501
1,16502
4,16502
1,16503
4,16503
1,16504
4,16504
1,16504
1,16505
4,16505
3,16506
8,16507
3,16507
8,16508
3,16508
8,16509
3,16509
1,16509
8,16510
5,16510
1,16512
8,16513
8,16514
8,16515
8,16516
1,16516
1,16517
1,16518
1,16519
1,16519
8,16520
8,16520
8,16521
8,16521
8,16522
8,16522
1,16522
1,16523
3,16524
3,16525
3,16526
3,16527
1,16527
3,16528
5,16529
4,16530
1,16530
1,16531
1,16532
